publisher,game_count,total_owners,avg_rating,total_reviews,avg_price,peak_ccu
Triskell Interactive,1,150000.0,68.3,1186,19.99,3
Triple.B.Titles,1,150000.0,82.9,811,4.99,1
Zerone Games,1,150000.0,80.8,1367,5.99,10
ZeroWorldwide,1,150000.0,70.1,361,0.0,18
Gizmoplay Ltd,1,150000.0,63.4,429,0.0,6
Trinket Studios,1,150000.0,95.5,2625,19.99,11
Trident Game Studio,1,150000.0,62.3,191,0.99,0
Tricktale,1,150000.0,73.9,498,1.99,0
Trickster Arts,1,150000.0,78.7,441,0.0,0
Trickjump Games,1,150000.0,72.7,978,9.99,3
Triangle Factory,1,150000.0,84.6,1327,19.99,12
"Divergent Realities, LLC",1,150000.0,88.9,872,0.0,9
Disquire,1,150000.0,78.3,604,0.0,0
Disparity Games,1,150000.0,80.6,324,6.99,1
Game Troopers,1,150000.0,49.0,255,0.0,2
Two Tribes,1,150000.0,85.0,1046,14.99,3
"Twisted II Studio, Feardemic",1,150000.0,84.2,1331,0.0,3
"Twinbeard, Inc.",1,150000.0,94.9,2586,0.0,4
"Twin Sails Interactive, Days of Wonder",1,150000.0,80.2,1310,9.99,32
"Twin Sails Interactive, CE-Asia",1,150000.0,86.1,3692,27.99,251
TraipseWare,1,150000.0,97.7,2884,18.99,29
Capriccio,1,150000.0,90.1,382,0.0,1
"Capcom U.S.A., Inc.",1,150000.0,54.5,2384,12.99,3
"Gameparic, Games Incubator, PlayWay S.A.",1,150000.0,73.7,236,0.0,1
Gameclaw Studio,1,150000.0,66.7,204,24.99,3
Gamecan,1,150000.0,70.5,498,0.0,0
Turmoil Games,1,150000.0,81.1,567,0.0,0
Futuremark,1,150000.0,85.1,503,0.0,0
"Acceleroto, Inc.",1,150000.0,90.2,561,19.99,1
Above and Beyond Technologies,1,150000.0,42.7,1956,9.99,0
AZAMATIKA,1,150000.0,95.5,2094,0.0,3
AURORA Games,1,150000.0,58.2,7781,17.99,23
Game Maker's Toolkit,1,150000.0,89.2,1135,9.99,3
Gambit Digital,1,150000.0,81.1,3156,29.99,97
GalaxyTrail,1,150000.0,95.1,4748,14.99,4
"GRYPHLINE, Fireshine Games",1,150000.0,87.9,1161,19.99,4352
Zeno Rogue,1,150000.0,96.0,453,9.99,1
Zeiva Inc,1,150000.0,92.7,1266,0.0,1
Zaxiquej,1,150000.0,92.0,585,2.99,1
DnS Development,1,150000.0,47.4,194,1.99,0
Dmytry Lavrov,1,150000.0,72.5,494,6.99,0
Dmitry Zheltobriukhov,1,150000.0,94.8,484,5.99,17
Dmitry Medvedev,1,150000.0,64.5,439,0.0,0
"Ultimate Games S.A., PlayWay S.A.",1,150000.0,74.0,1768,1.99,23
"Ultimate Games S.A., Art Games Studio S.A.",1,150000.0,77.4,186,5.99,0
USANIK STD,1,150000.0,88.0,326,0.0,0
ULTRA ULTRA,1,150000.0,77.3,1712,24.99,1
UAB Detis,1,150000.0,78.4,523,0.0,1
Achpile,1,150000.0,53.4,161,0.0,0
GRASSHOPPER MANUFACTURE INC.,1,150000.0,88.3,875,4.99,4
GP Games,1,150000.0,33.1,148,0.0,3
GCORES PUBLISHING,1,150000.0,98.3,2675,0.0,5
Twilight Sonata Studio,1,150000.0,71.9,2076,4.99,2
Tvr Games,1,150000.0,55.8,452,0.0,0
Tutto Passa,1,150000.0,98.6,4037,10.99,16
Caret Games,1,150000.0,42.8,348,0.0,0
Captain Games,1,150000.0,88.5,1874,4.99,41
Capricia Productions,1,150000.0,77.0,226,5.99,0
G-Blood,1,150000.0,86.1,953,2.99,0
Catness Game Studios SL,1,150000.0,85.5,138,0.0,0
Carrot Studios,1,150000.0,67.9,134,1.99,0
Full Trek Media,1,150000.0,91.6,1531,0.0,3
"Full Control, THQ Nordic",1,150000.0,46.7,769,19.99,0
Fuero Games,1,150000.0,56.5,549,0.0,0
FutureGameStudio,1,150000.0,64.0,100,0.0,1
"Future Friends Games, AuntyGames",1,150000.0,94.2,1735,4.99,28
Funselektor Labs Inc.,1,150000.0,88.1,2995,4.79,2
Freehold Games,1,150000.0,80.0,584,14.99,0
GameLooper,1,150000.0,68.4,234,0.0,0
GameDev.ist,1,150000.0,79.4,486,2.49,4
Game*Spark Publishing,1,150000.0,85.0,494,39.99,50
Celeris ,1,150000.0,82.9,755,24.99,41
Cavalier Game Studios,1,150000.0,92.3,3840,19.99,20
Umbra Evolution,1,150000.0,71.3,564,0.0,0
Ultimo Games,1,150000.0,95.8,308,0.0,1
Untame,1,150000.0,84.3,676,14.99,0
FrozenShard Games,1,150000.0,70.3,370,0.0,0
FrozenPepper S.R.L.,1,150000.0,68.1,345,0.0,0
Frostkeep Studios,1,150000.0,53.2,1564,0.0,0
"Frontwire Studios, LLC",1,150000.0,39.9,298,0.0,0
"Frontwing USA, Bushiroad Inc.",1,150000.0,91.3,2604,22.99,6
Frogsong Studios,1,150000.0,89.3,1470,0.0,6
Disney ,1,150000.0,77.2,1192,19.99,7
3 Sprockets ,1,150000.0,71.1,508,3.99,1
Frogames,1,150000.0,89.7,1383,5.99,1
"Frima Studio, Microids Indie",1,150000.0,81.6,441,14.99,0
Unique Media,1,150000.0,85.2,1301,0.0,2
Union Onion,1,150000.0,68.7,7209,0.49,31
Underdog Games,1,150000.0,88.1,1251,0.0,3
Uncommon UTD,1,150000.0,90.3,824,0.0,5
"Catoptric Games, IndieArk",1,150000.0,80.1,788,9.99,8
DoubleBear Productions,1,150000.0,73.3,2510,19.99,6
"Forklift Interactive, Gamersky Games",1,150000.0,88.3,2923,19.99,2538
Forklift Interactive,1,150000.0,82.7,1373,17.99,75
Forgotten,1,150000.0,89.6,490,0.0,0
Forceight,1,150000.0,86.9,1920,4.99,7
VEWO Interactive Inc.,1,150000.0,88.9,1681,9.99,27
VANDERMAESEN GAMES,1,150000.0,93.3,1018,3.99,12
Uuvana Studios,1,150000.0,68.5,6991,19.99,319
"Urvogel Games, LLC",1,150000.0,60.7,1753,19.99,4
Freedomize Studio,1,150000.0,85.2,1157,4.99,0
Free Reign Entertainment LLC,1,150000.0,39.4,127,0.0,0
ARC SYSTEM WORKS,1,150000.0,78.0,313,9.99,11
APL Publishing Ltd.,1,150000.0,61.6,6556,0.0,63
ALICE IN DISSONANCE,1,150000.0,92.5,3221,14.99,1
AKPublish pty ltd,1,150000.0,53.5,344,4.99,0
AK Studio,1,150000.0,71.3,345,9.99,0
"Chance6 Studios, LLC",1,150000.0,80.9,204,4.99,1
Valorware,1,150000.0,86.5,466,15.99,6
Valhalla Cats,1,150000.0,82.9,1656,9.99,1
VaNyuHa,1,150000.0,58.9,112,4.99,0
Footprints Games,1,150000.0,84.7,163,14.99,0
FoV,1,150000.0,54.7,139,0.0,0
Flying Interactive,1,150000.0,85.1,201,1.99,0
Flyhigh Works,1,150000.0,75.3,551,19.99,3
"Flow Studio, Fireshine Games",1,150000.0,85.7,3924,24.99,40
3 Sprockets,1,150000.0,78.9,1337,9.99,1
2tainment GmbH,1,150000.0,88.1,1808,11.99,2
2OO2,1,150000.0,89.4,2630,1.99,3
Zakos Games,1,150000.0,52.1,545,0.0,0
ZELENIUK,1,150000.0,34.0,156,4.99,0
"Z Studio, Paras Games",1,150000.0,81.2,1681,19.99,17
DoubleThink Studio,1,150000.0,35.5,3983,13.99,0
ViJuDa,1,150000.0,89.2,883,12.99,4
Velocious Technologies,1,150000.0,75.6,164,0.0,0
Vellocet,1,150000.0,87.4,2703,9.99,723
VectorStorm Pty Ltd,1,150000.0,86.2,2861,24.99,38
FlipSwitch Games,1,150000.0,64.1,4078,24.99,14
"Flawless Gaming, Erabit, Starlight Gaming",1,150000.0,68.1,1369,17.99,5
Flat Cat Games,1,150000.0,94.9,1028,0.0,148
FitXR,1,150000.0,79.3,1619,29.99,2
FishermanGameDev,1,150000.0,45.0,280,0.0,0
Vector bundle,1,150000.0,32.8,314,0.0,0
"Visualistic Studios, LLC.",1,150000.0,45.2,135,0.0,0
ATC Games,1,150000.0,80.4,179,0.0,0
ARPSEL,1,150000.0,76.7,120,0.0,0
Chi Entertainment Corp.,1,150000.0,92.3,1930,9.99,10
Chewa,1,150000.0,76.2,829,4.99,0
Checkmaty,1,150000.0,96.0,3872,4.99,6
Viking Tao,1,150000.0,70.2,756,0.0,6
Chris McFarland,1,150000.0,90.7,837,3.99,1
Chondrite Games,1,150000.0,69.0,407,0.99,2
"Chimera Entertainment, H2 Interactive (Korea and Japan)",1,150000.0,80.7,1846,19.79,31
Chilled Mouse,1,150000.0,68.5,1169,0.0,5
Chilla's Art,1,150000.0,83.6,2921,2.99,11
First Break Labs,1,150000.0,78.5,750,1.99,3
Fireroot Studios,1,150000.0,78.5,404,0.0,0
Yoba Games,1,150000.0,62.2,836,6.99,0
YoYo Games Ltd.,1,150000.0,80.9,2254,0.0,55
"Yakir Israel, Adventure4Life Studios",1,150000.0,92.1,126,0.0,1
Fraoula,1,150000.0,83.5,2093,9.99,2
Fractal Projects,1,150000.0,97.2,2250,2.99,1
Fractal Phase,1,150000.0,92.9,1160,9.99,3
Four Leaf Studios,1,150000.0,98.2,3806,0.0,73
ViVa Games,1,150000.0,84.6,434,0.0,67
Draknek & Friends,1,150000.0,95.3,1386,6.99,23
Dragon Fire Games Inc,1,150000.0,76.6,774,0.0,2
Dreamlit inc.,1,150000.0,68.6,1809,29.99,18
Dreamirl,1,150000.0,79.9,314,0.0,0
DreamGate,1,150000.0,74.9,354,7.99,0
DreamEscape,1,150000.0,65.9,499,0.0,5
Far Few Giants,1,150000.0,82.9,772,0.0,0
Fantasize Games,1,150000.0,71.9,1208,4.99,0
WAX Publishing,1,150000.0,57.6,754,0.99,12
Vysoko Anime Production,1,150000.0,70.1,412,0.0,0
Voxel Tycoon,1,150000.0,79.8,1679,24.99,16
VoiceAttack.com,1,150000.0,95.6,1261,0.0,59
Visionary Realms,1,150000.0,76.3,4432,39.99,876
Virtys,1,150000.0,71.2,541,0.0,14
Virtuaport,1,150000.0,83.2,457,9.99,0
Vintage Digital Revival,1,150000.0,90.0,804,14.99,3
Fire Hose Games,1,150000.0,67.2,2832,8.99,62
Finally Games,1,150000.0,90.2,519,0.0,3
Fifth Column Games,1,150000.0,86.4,682,0.0,16
Fiassink Games,1,150000.0,42.9,133,0.99,0
Feverdream Softworks,1,150000.0,98.7,1365,4.99,1
FerriteLabs,1,150000.0,82.6,1060,6.99,9
Viva Media Inc,1,150000.0,88.9,705,9.99,1
FOAM Entertainment,1,150000.0,81.7,2069,0.0,4
FND GAME,1,150000.0,43.2,646,9.99,0
FLNStudios,1,150000.0,67.1,170,0.0,0
FJRD Interactive,1,150000.0,68.5,2160,14.99,1
AG SOFT,1,150000.0,73.8,824,0.0,1
ADOG,1,150000.0,85.3,2599,1.99,1
YUR Inc,1,150000.0,81.5,513,0.0,6
"Coilworks, Rising Star Games",1,150000.0,86.7,933,19.99,0
Dreadbit,1,150000.0,78.8,551,3.99,0
A. Strazhev,1,150000.0,70.1,498,4.99,0
A Sweet Studio,1,150000.0,76.0,384,0.0,0
A Crowd of Monsters,1,150000.0,62.4,1367,4.99,0
99Games Online Pvt. Ltd.,1,150000.0,57.3,361,0.0,42
FelGC.GamesDevelopment,1,150000.0,74.9,378,0.0,0
FeelThere ,1,150000.0,66.6,913,59.99,7
Fast Travel Games,1,150000.0,86.7,630,14.99,0
Every Single Soldier,1,150000.0,89.0,1030,9.99,10
Everland MMO,1,150000.0,94.5,275,0.0,0
Warfare Studios,1,150000.0,75.0,108,9.99,0
Walkabout,1,150000.0,64.2,2377,14.99,1
Cleversan Software,1,150000.0,67.7,690,0.0,3
Clever Plays,1,150000.0,86.0,2071,0.0,13
"Fancy Fish Games, Whitethorn Games",1,150000.0,94.1,1841,14.99,17
Vladimir Maslov,1,150000.0,67.7,1306,4.99,0
Vivid Games S.A.,1,150000.0,64.1,1409,4.99,4
FX Interactive,1,150000.0,67.6,1098,9.99,49
FUNBOX GAMES,1,150000.0,79.1,2993,15.99,0
8BitSkull,1,150000.0,89.6,575,3.99,2
7DOTS,1,150000.0,97.6,467,9.99,2
704 Games Company,1,150000.0,81.6,1722,0.0,24
"5minlab Corp., KRAFTON, Inc.",1,150000.0,94.9,2125,4.99,15
505 Pulse,1,150000.0,82.9,3215,19.99,25
505 Games Official,1,150000.0,79.3,2314,34.99,17
505 Games ,1,150000.0,86.3,2238,14.99,8
Washbear Studio,1,150000.0,93.3,3020,24.99,21
Warp Turtle,1,150000.0,75.7,243,10.49,1
"Warner Bros. Interactive Entertainment, Feral interactive (Mac)",1,150000.0,64.4,1347,29.99,2
F2House,1,150000.0,96.1,794,0.0,0
Extrokold Games,1,150000.0,68.6,318,0.0,2
ACTION SQUARE,1,150000.0,61.3,2204,24.99,1
ACE MADDOX,1,150000.0,71.5,920,14.99,0
Endless Suffering,1,150000.0,84.9,669,0.0,0
Empty Clip Studios,1,150000.0,84.0,1492,4.99,0
Weird and Wry,1,150000.0,89.7,2014,18.99,164
Wayward Prophet,1,150000.0,79.6,867,9.99,0
"Wavedash Games, Vortex Games",1,150000.0,42.2,982,0.0,0
"WaveVR, Inc.",1,150000.0,92.2,580,0.0,0
Wave Ecstacy,1,150000.0,78.2,1250,2.99,1
Watercolor Games,1,150000.0,52.3,260,0.99,0
Watashi Games,1,150000.0,87.0,690,0.99,22
98DEMAKE,1,150000.0,85.3,2299,0.0,3
European Games Group AG,1,150000.0,67.2,1071,0.0,27
Eugene Zubko,1,150000.0,90.7,3247,1.99,3
Eternal Dream,1,150000.0,99.0,4397,0.0,129
Electric Hat Games LLC.,1,150000.0,87.0,771,19.99,0
Falling Saints,1,150000.0,91.0,1703,12.99,31
Fallen Snow Studios,1,150000.0,90.3,1035,0.0,3
White Paper Games,1,150000.0,86.2,326,24.99,0
White Giant RPG Studios,1,150000.0,83.0,517,9.99,1
Whirligig,1,150000.0,80.0,504,5.99,11
Whalenought Studios,1,150000.0,64.8,196,13.99,0
"Wevr, Inc., Reality One",1,150000.0,94.2,514,0.0,0
Weston Mitchell,1,150000.0,80.7,244,0.0,0
Wessel Stoop,1,150000.0,89.8,1494,17.99,32
Enormous Elk,1,150000.0,93.7,1313,14.5,19
Enki,1,150000.0,83.9,1628,0.0,0
"Eneida Games, Untold Tales",1,150000.0,83.7,827,9.99,0
Eneida Games,1,150000.0,90.5,852,0.0,1
Endorphin Studios,1,150000.0,54.3,1789,8.99,7
DreamBig,1,150000.0,50.7,608,0.0,12
Dream Reactor,1,150000.0,74.3,1366,0.0,5
Exbyte Studios,1,150000.0,53.4,2899,4.99,181
Evil Trout Inc.,1,150000.0,97.5,2522,19.99,217
"YGGDRAZIL GROUP CO.,LTD",1,150000.0,86.6,3659,15.99,10
YEZHI,1,150000.0,98.1,3059,0.0,2
YAW Studios,1,150000.0,78.7,428,1.99,1
YAMADA,1,150000.0,82.8,442,3.49,0
DuskDogStudio,1,150000.0,87.9,1169,14.99,51
DualityBeyond Studios,1,150000.0,71.6,380,0.0,0
"Duality Games, PlayWay S.A.",1,150000.0,68.7,803,0.0,3
Duality Games,1,150000.0,91.6,499,0.0,0
DryGin Studios,1,150000.0,89.2,2307,12.99,17
Earthbound Games Ltd.,1,150000.0,67.4,390,0.0,0
EYEFRONT,1,150000.0,69.4,594,1.99,2
"Wired Productions, Gamirror Games",1,150000.0,92.2,2835,24.99,18
Winterpixel Games,1,150000.0,86.7,751,2.99,11
Wingjoy Games,1,150000.0,79.8,964,4.99,6
Eldin Turulja,1,150000.0,90.4,510,17.99,45
Wholetone Games,1,150000.0,85.9,1601,5.99,1
Cococucumber,1,150000.0,83.7,572,9.99,1
Coal Supper,1,150000.0,95.9,2716,0.0,1
Clouded Leopard Entertainment,1,150000.0,83.5,987,59.99,28
Clockstone,1,150000.0,43.8,329,0.69,0
Echo Entertainment,1,150000.0,79.9,1970,24.99,7
Elven Workshop,1,150000.0,70.3,390,0.99,0
Elkibe Games,1,150000.0,55.0,536,0.0,0
Eleven Puzzles,1,150000.0,91.1,1985,5.99,19
Electric Succubi,1,150000.0,84.5,1664,9.99,11
EasyGames,1,150000.0,50.4,125,3.99,0
3D Realms (Apogee Software),1,150000.0,91.1,761,0.0,5
World 2 Studio,1,150000.0,87.9,1743,19.99,194
Wonderbelly Games,1,150000.0,82.1,552,3.99,2
WolfgangIs,1,150000.0,76.4,602,3.99,0
"Dreadlocks Ltd., Techland, WhisperGames",1,150000.0,87.0,3418,19.99,1
YOUZU SINGAPORE PTE LTD,1,150000.0,58.4,755,0.0,37
"Wildlands Interactive, Ultimate Publishing",1,150000.0,71.7,499,6.99,0
"WildMonkey, Gamirror Games",1,150000.0,95.7,1617,2.99,0
Wild Arts LLC,1,150000.0,44.2,697,0.0,0
Emberfish Games,1,150000.0,89.6,1756,9.99,26
Emad,1,150000.0,93.2,1757,0.0,1
PandaUpStudio,1,150000.0,93.7,1878,2.99,59
Panda Studio,1,150000.0,64.5,310,0.99,0
Panda Indie Studio,1,150000.0,77.0,122,0.99,0
Paleno Games,1,150000.0,88.0,855,0.99,72
Outright Games Ltd.,1,150000.0,87.0,185,29.99,0
Outer Heaven,1,150000.0,78.4,807,0.0,2
Oubliette,1,150000.0,68.4,411,2.99,0
Perfectly Generic Team,1,150000.0,85.5,1758,0.0,17
Perfect Random,1,150000.0,86.2,4461,14.74,451
Pera Games,1,150000.0,46.9,870,4.99,0
4 Dimension Games,1,150000.0,89.7,1015,7.99,14
幻想博物馆（Utopia Museum）,1,150000.0,96.0,500,0.0,2
四块二茶会,1,150000.0,97.2,1112,5.99,4
"嘉兴黑曜石(Jiaxing Obsidian), Owl Digital Entertainment",1,150000.0,81.7,1122,17.99,55
喜人一个,1,150000.0,94.3,2017,1.99,10
哈视奇科技,1,150000.0,71.9,242,6.99,0
14 Hours Productions,1,150000.0,77.6,2033,0.0,0
Path,1,150000.0,56.6,2301,0.0,1416
Parallel Portal,1,150000.0,84.2,2346,6.99,11
"Parabole, Ravenscourt",1,150000.0,82.9,3384,14.99,2
"绝汪, Mecrew Games",1,150000.0,86.7,1296,7.99,5
神族宝,1,150000.0,87.6,469,0.0,0
白雨工作室,1,150000.0,79.2,2853,11.99,39
游艺春秋,1,150000.0,77.2,1038,0.0,0
深圳市创源互娱科技有限公司,1,150000.0,64.4,118,5.99,0
莓夜工作室,1,150000.0,90.4,2786,9.99,6
岛叶游戏,1,150000.0,84.0,1406,19.99,0
"BUCK, Hawthorn Games",1,150000.0,95.0,321,19.99,0
BRUTE FORCE,1,150000.0,88.2,1022,14.99,4
BRHP,1,150000.0,60.0,315,0.0,0
BN Games,1,150000.0,93.4,1468,0.0,4
BLOODIOUS GAMES,1,150000.0,87.5,2962,34.99,12
Creative Pudding Hungary Llc.,1,150000.0,81.4,667,19.99,2
"CreSpirit, Neverland Entertainment",1,150000.0,89.8,3534,29.99,32
赤瞳大白猫,1,150000.0,90.0,1637,7.99,12
西安曼云网络科技有限公司,1,150000.0,86.5,927,0.0,0
Pavel Kudinov,1,150000.0,79.7,369,17.49,19
Patrick Traynor,1,150000.0,99.2,4472,19.99,73
栖鸾工作室,1,150000.0,53.1,527,3.99,3
李鸡蛋,1,150000.0,81.6,1476,0.99,6
昆布科技,1,150000.0,93.6,2823,8.99,1
我妻寒十,1,150000.0,80.6,434,0.99,2
想象颗粒,1,150000.0,74.0,1099,4.31,3
电钮组,1,75000.0,82.8,1490,11.99,0
羲和工作室,1,75000.0,66.2,1016,19.99,0
 Gamirror Games,1,75000.0,54.0,767,11.99,1
Paper Dog,1,75000.0,76.2,760,4.99,6
青衣工作室,1,75000.0,95.8,612,6.99,6
"无忧传媒, 指间宇宙",1,75000.0,82.0,2371,10.99,7
Eclipse Games,1,75000.0,59.0,395,9.99,1
Wulum LTD,1,75000.0,27.1,221,5.99,0
"X-Legend Entertainment Co., Ltd.",1,75000.0,50.5,281,0.0,0
Wolfdog Interactive,1,75000.0,75.2,1413,19.99,1
Ellie's Lunchbox,1,75000.0,82.5,314,0.0,0
Wild Ox Studios,1,75000.0,83.0,569,0.0,1
WinterSpring Games,1,75000.0,95.1,2729,24.99,89
Xeirel Software,1,75000.0,85.4,1269,4.99,1
Whale Rock Games,1,75000.0,71.4,661,0.83,1
Eroge Japan,1,75000.0,83.0,2942,29.99,15
Weappy Studio,1,75000.0,74.3,2669,19.99,134
Emilios Manolidis,1,75000.0,68.6,159,7.99,0
501 Industries,1,75000.0,49.4,686,9.99,0
7Road,1,75000.0,63.8,260,0.0,15
"Cicada Games, Gamirror Games",1,75000.0,93.9,1003,19.99,59
"Clapperheads, Playworks",1,75000.0,59.1,2044,24.99,6
ClickGames,1,75000.0,86.2,254,4.99,0
"Wanba Studio, Wave Games",1,75000.0,89.5,2655,4.99,11
Wang Wenxi,1,75000.0,74.7,221,9.99,1
Fifth One,1,75000.0,88.8,160,0.0,0
Yai Gameworks,1,75000.0,86.6,774,0.0,2
YeaBoing,1,75000.0,76.8,259,4.99,0
"Yulia Games, Flashlight Games",1,75000.0,95.7,1242,8.99,42
Choice of Games,1,75000.0,96.1,1989,6.99,3
Vincent Lade,1,75000.0,82.0,300,1.99,0
Five Studios Interactive,1,75000.0,57.3,1392,19.99,0
Flo Knödl,1,75000.0,84.7,496,0.0,0
Veelhoek Studios,1,75000.0,72.3,368,3.99,0
Veratrum,1,75000.0,77.8,203,5.99,0
Veslo Games,1,75000.0,86.0,150,5.99,0
Flying Mollusk,1,75000.0,78.1,430,19.99,0
Flyleap Studios Pty. Ltd.,1,75000.0,41.6,1047,0.0,0
VecFour Digital,1,75000.0,56.6,1510,0.0,0
Charles Games,1,75000.0,92.7,451,10.99,0
Yume Creations,1,75000.0,78.7,534,4.99,0
DopplerFrog,1,75000.0,84.4,224,1.99,3
Double Fine Presents,1,75000.0,83.5,502,4.99,2
"2P Games, Orca Layout",1,75000.0,94.7,1939,11.99,8
346lab Localization,1,75000.0,89.6,1915,5.99,3
"Disney, LucasArts",1,75000.0,74.8,781,5.99,2
AIRSTRAFE INTERACTIVE,1,75000.0,87.8,1528,29.99,96
Chii the Cat,1,75000.0,91.3,149,7.99,0
GATO STUDIO,1,75000.0,54.2,485,7.99,0
Achenar Studios,1,75000.0,87.9,637,9.99,3
UFO Interactive Games,1,75000.0,67.2,582,9.99,0
GameChanger Studio,1,75000.0,86.2,130,2.99,0
GTGD,1,75000.0,86.0,542,2.99,2
AZGames,1,75000.0,97.4,2826,5.99,5
Turtle Juice,1,75000.0,59.7,392,9.99,1
Game Museum,1,75000.0,59.5,425,4.99,0
Game OL GmbH,1,75000.0,40.9,685,0.0,0
Game Odyssey Limited,1,75000.0,66.7,863,10.99,1
Doble Punch Games,1,75000.0,83.5,503,12.99,2
Zeros,1,75000.0,67.0,194,2.99,11
Zeroscale,1,75000.0,78.1,288,5.99,0
Zhongce Games,1,75000.0,79.3,755,3.99,0
Trophy Games ApS,1,75000.0,75.7,337,0.0,20
Gamedust,1,75000.0,64.3,227,3.99,0
Cantaloupe Kids,1,75000.0,80.6,588,9.99,0
Garage Studios,1,75000.0,53.8,197,0.0,0
Adam DeLease,1,75000.0,43.7,407,1.99,0
Giraffe Cat,1,75000.0,83.2,107,5.99,0
Time To Kill,1,75000.0,85.9,305,0.0,0
Glass Kettle Games,1,75000.0,98.7,232,0.0,0
"Gray Unit, Juggernaut Entertainment",1,75000.0,95.9,1118,0.0,1
The Station Game ltd,1,75000.0,85.8,1063,14.99,0
Theory Georgiou,1,75000.0,47.0,232,0.0,3
"Greenlight Games, Black Smoke Studios",1,75000.0,95.8,757,9.99,20
Digital Mosaic Games,1,75000.0,85.6,471,0.0,2
Zojoi,1,75000.0,87.0,693,14.99,2
The Body VR LLC,1,75000.0,91.8,269,0.0,0
The Dairymen,1,75000.0,79.4,160,9.99,0
Grid Sage Games,1,75000.0,96.3,1792,24.99,25
Hamsters Gaming,1,75000.0,76.5,1743,11.99,5
"The Arcade Crew, CE-Asia",1,75000.0,87.7,1768,16.99,8
High Tower Entertainment,1,75000.0,64.8,284,0.0,4
HeroLabs,1,75000.0,62.0,329,14.99,2
Hexage,1,75000.0,84.3,751,14.99,5
Team Fortune,1,75000.0,92.8,539,19.99,1
Team Indev,1,75000.0,66.5,439,0.99,0
I commissioned some series,1,75000.0,97.0,4411,0.0,4
IMaiIna,1,75000.0,91.4,1027,2.99,6
Talpel Games,1,75000.0,34.5,148,0.0,0
Buddy Productions GmbH,1,75000.0,91.9,1909,14.99,0
Bug Inventors,1,75000.0,88.4,1823,9.99,52
bit paradigm,1,75000.0,87.6,362,0.0,0
"IV Productions, Trinity Team srl",1,75000.0,65.1,106,4.99,0
Switchblade Monkeys Entertainment,1,75000.0,70.7,1313,14.99,0
Sólfar Studios,1,75000.0,83.8,979,29.99,0
Immersive VR Education Ltd.,1,75000.0,82.2,608,9.69,0
Imperium Interactive Entertainment Limited,1,75000.0,69.0,1995,0.0,0
Subspace Continuum,1,75000.0,88.5,599,0.0,22
Interactive Stone,1,75000.0,84.1,1116,19.99,1
IzHard,1,75000.0,90.0,462,9.99,0
Jace Masula,1,75000.0,86.5,1159,14.99,11
Stephane Bottin,1,75000.0,61.8,288,0.0,2
Steven Colling,1,75000.0,83.7,178,2.99,0
"Sticks &amp; Stones, Breda University of Applied Sciences",1,75000.0,65.5,174,0.0,0
Destined Team,1,75000.0,65.0,354,0.0,0
"Destructive Creations, DMM Games - Asia",1,75000.0,74.6,2205,11.24,15
erm...,1,75000.0,91.4,152,4.99,0
iNK Stories,1,75000.0,76.5,1077,9.99,0
DeskDev Team,1,75000.0,69.1,430,3.99,3
Jonathan BRASSAUD,1,75000.0,65.8,368,2.99,0
"Alzan Studios, LLC",1,75000.0,89.6,704,10.99,0
Stately Snail,1,75000.0,76.8,651,4.99,0
Steelpan Interactive,1,75000.0,97.1,1560,19.99,19
Ju Cai,1,75000.0,72.1,2263,0.99,0
Jumping Ram,1,75000.0,71.7,321,4.99,0
Jasozz Games,1,75000.0,71.3,794,0.0,65
Javelin OÜ,1,75000.0,47.4,228,0.0,0
Bootsnake Games,1,75000.0,78.5,288,4.99,0
Spicy Horse Games,1,75000.0,60.3,234,0.0,0
Anarchy Enterprises,1,75000.0,78.9,298,0.89,1
Jyamma Games,1,75000.0,68.7,1728,19.99,24
Cosmi/ValuSoft,1,75000.0,80.2,384,19.99,1
Delirium Tremens Games,1,75000.0,88.4,329,3.99,0
Demonsomnia Team,1,75000.0,33.8,325,13.99,0
indieGiant,1,75000.0,77.1,667,3.99,11
"Somber Pixel, indienova",1,75000.0,92.5,280,0.0,0
Soothsayer Games,1,75000.0,78.5,442,9.99,3
KevTheDev,1,75000.0,77.7,620,4.99,5
Snowcastle Games,1,75000.0,73.0,574,29.99,1
Skmaestro,1,75000.0,64.0,139,1.59,0
Skymarch Entertainment,1,75000.0,70.8,431,0.0,0
"LKA, Wired Productions",1,75000.0,79.4,2658,18.99,2
LP Game,1,75000.0,66.2,284,5.99,5
"LW.C, FawnGame",1,75000.0,80.3,681,9.99,0
Kruger & Flint Productions,1,75000.0,68.3,363,3.99,0
KrupinskiArt,1,75000.0,66.9,160,0.99,0
"Laboratory Systems, Gamirror Games",1,75000.0,78.1,356,9.99,2
Sigyaad Team,1,75000.0,91.0,645,7.99,2
Silk Softworks,1,75000.0,79.1,736,19.99,1
Sillysoft Games,1,75000.0,81.3,369,6.49,15
David Williamson,1,75000.0,52.1,748,5.99,0
Darkling Room,1,75000.0,82.6,493,9.99,1
Legacy Games,1,75000.0,76.8,367,0.0,0
Lemon Squeezy,1,75000.0,84.0,393,4.99,1
Shortbreak Studios s.c.,1,75000.0,81.3,918,0.0,0
Shuffle Up Games,1,75000.0,94.5,578,5.99,2
Siege Games,1,75000.0,76.0,1395,14.99,1
Shark Punch,1,75000.0,62.6,524,19.99,0
